Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Iowa,62,NR,North Texas,16,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Minnesota,27,NR,Ohio,24,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Texas,27,24,Oklahoma State,30,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Western Kentucky,56,NR,Miami ,14,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Buffalo,21,NR,Nevada,24,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Kent State,29,NR,Marshall,36,1.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",12,Alabama,34,NR,Louisiana-Monroe,0,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Illinois,27,NR,Middle Tennessee,25,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Texas Tech,52,3,TCU,55,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Washington,24,NR,California,30,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Eastern Michigan,36,NR,Army West Point,58,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Louisville,45,NR,Samford,3,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Charlotte,7,NR,Florida Atlantic,17,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Arkansas,21,14,Texas A&M,28,1.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",3,Ole Miss,27,NR,Vanderbilt,16,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,UTSA,31,NR,Colorado State,33,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,UL Lafayette,14,NR,Akron,35,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Southern Methodist,45,NR,James Madison,48,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Toledo,37,NR,Arkansas State,7,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Kentucky,21,25,Missouri,13,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Auburn,9,NR,Mississippi State,17,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Houston,59,NR,Texas State,14,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",17,Northwestern,24,NR,Ball State,19,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,South Alabama,13,NR,NC State,63,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",22,Wisconsin,28,NR,Hawaii,0,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Texas-El Paso,27,NR,Incarnate Word,17,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",16,Arizona,30,9,UCLA,56,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",13,Oregon,20,18,Utah,62,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Idaho,20,NR,Georgia Southern,44,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,UNLV,80,NR,Idaho State,8,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,Arizona State,14,19,Southern California,42,0.0
4.0,205.0,2015.0,"Sat. Sept. 26, 2015",NR,San Jose State,49,NR,Fresno State,23,0.0
5.0,206.0,2015.0,"Thurs. Oct. 1, 2015",NR,Cincinnati,34,NR,Miami ,23,0.0
5.0,206.0,2015.0,"Fri. Oct. 2, 2015",NR,Charlotte,3,NR,Temple,37,0.0
5.0,206.0,2015.0,"Fri. Oct. 2, 2015",NR,South Florida,17,NR,Memphis,24,0.0
5.0,206.0,2015.0,"Fri. Oct. 2, 2015",NR,Brigham Young,30,NR,Connecticut,13,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Tulane,45,NR,UCF,31,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Tulsa,24,NR,Houston,38,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Maryland,0,22,Michigan,28,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",2,Michigan State,24,NR,Purdue,21,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Penn State,20,NR,Army West Point,14,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Virginia Tech,13,NR,Pittsburgh,17,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Iowa State,38,NR,Kansas,13,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Missouri,24,NR,South Carolina,10,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",16,Northwestern,27,NR,Minnesota,0,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",15,Oklahoma,44,23,West Virginia,24,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",4,TCU,50,NR,Texas,7,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",19,Wisconsin,6,NR,Iowa,10,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,NC State,13,NR,Louisville,20,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Akron,12,NR,Ohio,14,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Ball State,10,NR,Toledo,24,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Central Michigan,29,NR,Northern Illinois,19,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Massachusetts,24,NR,Florida International,14,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Appalachian State,31,NR,Wyoming,13,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Duke,9,NR,Boston College,7,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",8,Georgia,10,13,Alabama,38,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Georgia Tech,31,NR,North Carolina,38,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Indiana,27,1,Ohio State,34,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Marshall,27,NR,Old Dominion,7,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Wake Forest,16,11,Florida State,24,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Rice,10,NR,Western Kentucky,49,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Navy,33,NR,Air Force,11,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Georgia State,33,NR,Liberty,41,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Buffalo,22,NR,Bowling Green,28,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Kent State,20,NR,Miami ,14,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",5,Baylor,63,NR,Texas Tech,35,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Southern Methodist,23,NR,East Carolina,49,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Auburn,35,NR,San Jose State,21,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Illinois,14,NR,Nebraska,13,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",20,Oklahoma State,36,NR,Kansas State,34,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",24,California,34,NR,Washington State,28,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",25,Florida,38,3,Ole Miss,10,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Tennessee,20,NR,Arkansas,24,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",9,LSU,44,NR,Eastern Michigan,22,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Louisiana Tech,43,NR,UL Lafayette,14,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Middle Tennessee,13,NR,Vanderbilt,17,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Southern Mississippi,49,NR,North Texas,14,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Arkansas State,49,NR,Idaho,35,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Louisiana-Monroe,31,NR,Georgia Southern,51,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Troy,18,NR,South Alabama,24,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Nevada,17,NR,UNLV,23,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Utah State,33,NR,Colorado State,18,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Kentucky,34,NR,Eastern Kentucky,27,1.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",14,Texas A&M,30,21,Mississippi State,17,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",7,UCLA,23,NR,Arizona State,38,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",12,Clemson,24,6,Notre Dame,22,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Texas-El Paso,6,NR,UTSA,25,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,New Mexico,38,NR,New Mexico State,29,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Colorado,24,NR,Oregon,41,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,Boise State,55,NR,Hawaii,0,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",18,Stanford,55,NR,Arizona,17,0.0
5.0,206.0,2015.0,"Sat. Oct. 3, 2015",NR,San Diego State,21,NR,Fresno State,7,0.0
6.0,207.0,2015.0,"Thurs. Oct. 8, 2015",NR,Houston,49,NR,Southern Methodist,28,0.0
6.0,207.0,2015.0,"Thurs. Oct. 8, 2015",17,Southern California,12,NR,Washington,17,0.0
6.0,207.0,2015.0,"Fri. Oct. 9, 2015",NR,Marshall,31,NR,Southern Mississippi,10,0.0
6.0,207.0,2015.0,"Fri. Oct. 9, 2015",NR,Virginia Tech,28,NR,NC State,13,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Temple,49,NR,Tulane,10,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Army West Point,3,NR,Duke,44,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Florida International,52,NR,Texas-El Paso,12,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",1,Ohio State,49,NR,Maryland,28,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Penn State,29,NR,Indiana,7,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",22,Iowa,29,NR,Illinois,20,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Kansas,7,3,Baylor,66,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",14,Ole Miss,52,NR,New Mexico State,3,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Texas,24,10,Oklahoma,17,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Western Kentucky,58,NR,Middle Tennessee,28,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Western Michigan,41,NR,Central Michigan,39,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Pittsburgh,26,NR,Virginia,19,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Bowling Green,62,NR,Massachusetts,38,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Ohio,34,NR,Miami ,3,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Florida Atlantic,26,NR,Rice,27,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Boston College,0,NR,Wake Forest,3,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Eastern Michigan,21,NR,Akron,47,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",24,Toledo,38,NR,Kent State,7,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",6,Clemson,43,NR,Georgia Tech,24,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",18,Michigan,38,13,Northwestern,0,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",15,Notre Dame,41,NR,Navy,24,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Purdue,13,NR,Minnesota,41,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,South Florida,45,NR,Syracuse,24,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Tennessee,38,19,Georgia,31,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Nebraska,21,NR,Wisconsin,23,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Texas Tech,66,NR,Iowa State,31,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Georgia State,3,NR,Appalachian State,37,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Northern Illinois,59,NR,Ball State,41,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",7,LSU,45,NR,South Carolina,24,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,UCF,13,NR,Connecticut,40,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Mississippi State,45,NR,Troy,17,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Arizona,44,NR,Oregon State,7,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,North Texas,7,NR,Portland State,66,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Tulsa,34,NR,Louisiana-Monroe,24,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Oregon,38,NR,Washington State,45,1.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",8,Alabama,27,NR,Arkansas,14,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,UTSA,31,NR,Louisiana Tech,34,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,UL Lafayette,49,NR,Texas State,27,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Colorado State,10,25,Boise State,41,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Nevada,35,NR,New Mexico,17,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,West Virginia,26,21,Oklahoma State,33,1.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Brigham Young,45,NR,East Carolina,38,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Kansas State,45,2,TCU,52,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Missouri,3,11,Florida,21,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",12,Florida State,29,NR,Miami ,24,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Rutgers,24,4,Michigan State,31,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,UNLV,27,NR,San Jose State,33,1.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",5,Utah,30,23,California,24,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Arizona State,48,NR,Colorado,23,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Air Force,31,NR,Wyoming,17,0.0
6.0,207.0,2015.0,"Sat. Oct. 10, 2015",NR,Fresno State,14,NR,Utah State,56,0.0
6.0,207.0,2015.0,"Sun. Oct. 11, 2015",NR,Hawaii,14,NR,San Diego State,28,0.0
7.0,208.0,2015.0,"Tues. Oct. 13, 2015",NR,South Alabama,31,NR,Arkansas State,49,0.0
7.0,208.0,2015.0,"Thurs. Oct. 15, 2015",NR,Kentucky,27,NR,Auburn,30,0.0
7.0,208.0,2015.0,"Thurs. Oct. 15, 2015",NR,North Texas,28,NR,Western Kentucky,55,0.0
7.0,208.0,2015.0,"Thurs. Oct. 15, 2015",15,Stanford,56,18,UCLA,35,0.0
7.0,208.0,2015.0,"Fri. Oct. 16, 2015",NR,Brigham Young,38,NR,Cincinnati,24,0.0
7.0,208.0,2015.0,"Fri. Oct. 16, 2015",NR,Tulane,7,24,Houston,42,0.0
7.0,208.0,2015.0,"Fri. Oct. 16, 2015",NR,Utah State,52,21,Boise State,26,0.0
7.0,208.0,2015.0,"Fri. Oct. 16, 2015",NR,Fresno State,31,NR,UNLV,28,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Connecticut,20,NR,South Florida,28,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,East Carolina,30,NR,Tulsa,17,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Army West Point,21,NR,Bucknell,14,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Florida Atlantic,17,NR,Marshall,33,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",11,Florida State,41,NR,Louisville,21,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",2,Baylor,62,NR,West Virginia,38,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Kansas,20,NR,Texas Tech,30,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Memphis,37,13,Ole Miss,24,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Middle Tennessee,42,NR,Florida International,34,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Mississippi State,45,NR,Louisiana Tech,20,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Wisconsin,24,NR,Purdue,7,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Ohio,14,NR,Western Michigan,49,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",22,Toledo,63,NR,Eastern Michigan,20,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",20,Northwestern,10,17,Iowa,40,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Georgia Tech,28,NR,Pittsburgh,31,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Central Michigan,51,NR,Buffalo,14,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Miami ,12,NR,Northern Illinois,45,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Ball State,19,NR,Georgia State,31,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Bowling Green,59,NR,Akron,10,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Indiana,52,NR,Rutgers,55,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Miami ,30,NR,Virginia Tech,20,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",12,Michigan,23,7,Michigan State,27,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Old Dominion,37,NR,Charlotte,34,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Virginia,44,NR,Syracuse,38,1.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Kansas State,0,19,Oklahoma,55,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Minnesota,25,NR,Nebraska,48,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",9,Texas A&M,23,10,Alabama,41,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Massachusetts,10,NR,Kent State,15,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Troy,16,NR,Idaho,19,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Colorado State,38,NR,Air Force,23,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,South Carolina,19,NR,Vanderbilt,10,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Washington State,52,NR,Oregon State,31,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Wyoming,28,NR,Nevada,21,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Georgia Southern,56,NR,New Mexico State,26,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",5,Clemson,34,NR,Boston College,17,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,North Carolina,50,NR,Wake Forest,14,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Iowa State,21,3,TCU,45,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",6,LSU,35,8,Florida,28,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Southern Mississippi,32,NR,UTSA,10,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Louisiana-Monroe,14,NR,Appalachian State,59,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,New Mexico,28,NR,Hawaii,27,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Temple,30,NR,UCF,16,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Georgia,9,NR,Missouri,6,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",14,Notre Dame,41,NR,Southern California,31,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",1,Ohio State,38,NR,Penn State,10,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Colorado,31,NR,Arizona,38,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",4,Utah,34,NR,Arizona State,18,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,Washington,20,NR,Oregon,26,0.0
7.0,208.0,2015.0,"Sat. Oct. 17, 2015",NR,San Jose State,7,NR,San Diego State,30,0.0
8.0,209.0,2015.0,"Tues. Oct. 20, 2015",NR,Arkansas State,37,NR,UL Lafayette,27,0.0
8.0,209.0,2015.0,"Thurs. Oct. 22, 2015",NR,East Carolina,14,22,Temple,24,0.0
8.0,209.0,2015.0,"Thurs. Oct. 22, 2015",NR,Appalachian State,31,NR,Georgia Southern,13,0.0
8.0,209.0,2015.0,"Thurs. Oct. 22, 2015",NR,UCLA,40,20,California,24,0.0
8.0,209.0,2015.0,"Fri. Oct. 23, 2015",NR,Tulsa,42,18,Memphis,66,0.0
8.0,209.0,2015.0,"Fri. Oct. 23, 2015",NR,San Diego State,48,NR,Utah State,14,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,UCF,10,21,Houston,59,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Charlotte,10,NR,Southern Mississippi,44,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Miami ,0,6,Clemson,58,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Syracuse,20,25,Pittsburgh,23,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Wake Forest,17,NR,NC State,35,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Arkansas,54,NR,Auburn,46,1.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",2,Baylor,45,NR,Iowa State,27,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Nebraska,28,NR,Northwestern,30,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Rice,38,NR,Army West Point,31,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Texas,23,NR,Kansas State,9,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Louisville,17,NR,Boston College,14,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Navy,31,NR,Tulane,14,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Kent State,0,NR,Bowling Green,48,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Western Michigan,35,NR,Miami ,13,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Air Force,42,NR,Fresno State,14,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Ball State,21,NR,Central Michigan,23,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Massachusetts,35,19,Toledo,51,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Brigham Young,70,NR,Wagner,6,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Marshall,30,NR,North Texas,13,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Maryland,30,NR,Penn State,31,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",7,Michigan State,52,NR,Indiana,26,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,North Carolina,26,NR,Virginia,13,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Virginia Tech,43,23,Duke,45,1.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",8,Alabama,19,NR,Tennessee,14,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Illinois,13,NR,Wisconsin,24,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Louisiana Tech,45,NR,Middle Tennessee,16,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",17,Oklahoma,63,NR,Texas Tech,27,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",14,Oklahoma State,58,NR,Kansas,10,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Buffalo,41,NR,Ohio,17,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Northern Illinois,49,NR,Eastern Michigan,21,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,South Florida,38,NR,Southern Methodist,14,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Vanderbilt,10,NR,Missouri,3,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Arizona,42,NR,Washington State,45,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Nevada,30,NR,Hawaii,20,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Cincinnati,37,NR,Connecticut,13,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Idaho,27,NR,Louisiana-Monroe,13,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Florida International,41,NR,Old Dominion,12,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Georgia Tech,22,9,Florida State,16,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",5,LSU,48,NR,Western Kentucky,20,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",24,Ole Miss,23,15,Texas A&M,3,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Texas-El Paso,27,NR,Florida Atlantic,17,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Texas State,36,NR,South Alabama,18,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,San Jose State,31,NR,New Mexico,21,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Mississippi State,42,NR,Kentucky,16,0.0
8.0,209.0,2015.0,"Sat. Oct. 24, 2015",NR,Southern California,42,3,Utah,24,0.0
