Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT,Location
5,170,2013,"Sat. Sept. 28, 2013",NR,West Virginia,30,11,Oklahoma State,21,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Illinois,50,NR,Miami ,14,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,TCU,48,NR,Southern Methodist,17,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Tennessee,31,NR,South Alabama,24,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,North Carolina,31,NR,East Carolina,55,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Pittsburgh,14,NR,Virginia,3,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Western Kentucky,19,NR,Navy,7,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Bowling Green,31,NR,Akron,14,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Ball State,31,NR,Toledo,24,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Duke,38,NR,Troy,31,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Oregon State,44,NR,Colorado,17,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Boston College,34,8,Florida State,48,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Buffalo,41,NR,Connecticut,12,0,
5,170,2013,"Sat. Sept. 28, 2013",3,Clemson,56,NR,Wake Forest,7,0,
5,170,2013,"Sat. Sept. 28, 2013",9,Georgia,44,6,LSU,41,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,North Carolina State,48,NR,Central Michigan,14,0,
5,170,2013,"Sat. Sept. 28, 2013",22,Notre Dame,21,14,Oklahoma,35,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Minnesota,7,NR,Iowa,23,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Colorado State,59,NR,Texas-El Paso,42,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Louisiana Tech,16,NR,Army,35,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Texas-San Antonio,28,NR,Houston,59,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Idaho,26,NR,Temple,24,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Old Dominion,66,NR,Albany,10,0,
5,170,2013,"Sat. Sept. 28, 2013",1,Alabama,25,21,Ole Miss,0,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Kentucky,7,20,Florida,24,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Western Michigan,14,NR,Kent State,32,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Arkansas,33,10,Texas A&M,45,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Louisiana-Monroe,14,NR,Tulane,31,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Rice,18,NR,Florida Atlantic,14,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Texas State,42,NR,Wyoming,21,0,
5,170,2013,"Sat. Sept. 28, 2013",16,Washington,31,NR,Arizona,13,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Missouri,41,NR,Arkansas State,19,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Vanderbilt,52,NR,UAB,24,0,
5,170,2013,"Sat. Sept. 28, 2013",4,Ohio State,31,23,Wisconsin,24,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,New Mexico State,16,NR,San Diego State,26,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,New Mexico,42,NR,UNLV,56,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Nevada,45,NR,Air Force,42,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Washington State,17,5,Stanford,55,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Boise State,60,NR,Southern Mississippi,7,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Arizona State,62,NR,Southern California,41,0,
5,170,2013,"Sat. Sept. 28, 2013",2,Oregon,55,NR,California,16,0,
5,170,2013,"Sat. Sept. 28, 2013",NR,Hawaii,37,25,Fresno State,42,0,
6,171,2013,"Thurs. Oct. 3, 2013",NR,Louisiana-Monroe,10,NR,Western Kentucky,31,0,
6,171,2013,"Thurs. Oct. 3, 2013",NR,Iowa State,30,NR,Texas,31,0,
6,171,2013,"Thurs. Oct. 3, 2013",NR,Utah,27,12,UCLA,34,0,
6,171,2013,"Fri. Oct. 4, 2013",NR,Utah State,14,NR,Brigham Young,31,0,
6,171,2013,"Fri. Oct. 4, 2013",NR,San Diego State,51,NR,Nevada,44,1,
6,171,2013,"Sat. Oct. 5, 2013",NR,Navy,28,NR,Air Force,10,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Buffalo,42,NR,Eastern Michigan,14,0,
6,171,2013,"Sat. Oct. 5, 2013",8,Florida State,63,25,Maryland,0,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Indiana,44,NR,Penn State,24,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Temple,7,7,Louisville,30,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Virginia,27,NR,Ball State,48,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Iowa,14,NR,Michigan State,26,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Kansas,16,20,Texas Tech,54,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Nebraska,39,NR,Illinois,19,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Southern Methodist,52,NR,Rutgers,55,1,
6,171,2013,"Sat. Oct. 5, 2013",1,Alabama,45,NR,Georgia State,3,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Virginia Tech,27,NR,North Carolina,17,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Boston College,48,NR,Army,27,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Miami ,9,NR,Central Michigan,21,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Troy,34,NR,South Alabama,33,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Akron,3,NR,Ohio,43,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Marshall,34,NR,Texas-San Antonio,10,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Toledo,47,NR,Western Michigan,20,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,UAB,23,NR,Florida Atlantic,37,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Bowling Green,28,NR,Massachusetts,7,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Kent State,24,NR,Northern Illinois,38,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Miami ,45,NR,Georgia Tech,30,0,
6,171,2013,"Sat. Oct. 5, 2013",19,Michigan,42,NR,Minnesota,13,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Syracuse,14,3,Clemson,49,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Tennessee,31,6,Georgia,34,1,
6,171,2013,"Sat. Oct. 5, 2013",NR,Wake Forest,28,NR,North Carolina State,13,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Middle Tennessee,17,NR,East Carolina,24,0,
6,171,2013,"Sat. Oct. 5, 2013",21,Oklahoma State,33,NR,Kansas State,29,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Tulane,24,NR,North Texas,21,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Tulsa,27,NR,Rice,30,1,
6,171,2013,"Sat. Oct. 5, 2013",NR,Southern Mississippi,23,NR,Florida International,24,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,California,22,NR,Washington State,44,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Memphis,17,NR,UCF,24,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Idaho,14,23,Fresno State,61,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Colorado,16,2,Oregon,57,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Old Dominion,21,NR,Liberty,17,0,
6,171,2013,"Sat. Oct. 5, 2013",18,Florida,30,NR,Arkansas,10,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,South Florida,26,NR,Cincinnati,20,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Auburn,30,24,Ole Miss,22,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,La.-Lafayette,48,NR,Texas State,24,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Mississippi State,26,10,LSU,59,0,
6,171,2013,"Sat. Oct. 5, 2013",11,Oklahoma,20,NR,TCU,17,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,New Mexico,66,NR,New Mexico State,17,0,
6,171,2013,"Sat. Oct. 5, 2013",13,South Carolina,35,NR,Kentucky,28,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Vanderbilt,28,NR,Missouri,51,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Texas-El Paso,35,NR,Louisiana Tech,38,0,
6,171,2013,"Sat. Oct. 5, 2013",NR,Notre Dame,37,22,Arizona State,34,0,
6,171,2013,"Sat. Oct. 5, 2013",17,Baylor,73,NR,West Virginia,42,0,
6,171,2013,"Sat. Oct. 5, 2013",16,Northwestern,30,4,Ohio State,40,0,
6,171,2013,"Sat. Oct. 5, 2013",5,Stanford,31,15,Washington,28,0,
6,171,2013,"Sun. Oct. 6, 2013",NR,Hawaii,27,NR,San Jose State,37,0,
7,172,2013,"Thurs. Oct. 10, 2013",8,Louisville,24,NR,Rutgers,10,0,
7,172,2013,"Thurs. Oct. 10, 2013",NR,Air Force,20,NR,San Diego State,27,0,
7,172,2013,"Thurs. Oct. 10, 2013",NR,Southern California,38,NR,Arizona,31,0,
7,172,2013,"Fri. Oct. 11, 2013",NR,Cincinnati,38,NR,Temple,20,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Army,50,NR,Eastern Michigan,25,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Connecticut,10,NR,South Florida,13,0,
7,172,2013,"Sat. Oct. 12, 2013",7,Georgia,26,25,Missouri,41,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Michigan State,42,NR,Indiana,28,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Purdue,7,NR,Nebraska,44,0,
7,172,2013,"Sat. Oct. 12, 2013",24,Virginia Tech,19,NR,Pittsburgh,9,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Houston,25,NR,Memphis,15,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,TCU,27,NR,Kansas,17,0,
7,172,2013,"Sat. Oct. 12, 2013",20,Texas Tech,42,NR,Iowa State,35,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Texas,36,12,Oklahoma,20,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Arkansas,7,14,South Carolina,52,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Duke,35,NR,Navy,7,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Ohio,23,NR,Central Michigan,26,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Western Michigan,0,NR,Buffalo,33,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Auburn,62,NR,Western Carolina,3,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Ball State,27,NR,Kent State,24,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Massachusetts,17,NR,Miami ,10,0,
7,172,2013,"Sat. Oct. 12, 2013",3,Clemson,24,NR,Boston College,14,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Georgia State,28,NR,Troy,35,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Maryland,27,NR,Virginia,26,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,North Carolina State,10,NR,Syracuse,24,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Kansas State,25,15,Baylor,35,0,
7,172,2013,"Sat. Oct. 12, 2013",10,LSU,17,17,Florida,6,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Tulane,36,NR,East Carolina,33,1,
7,172,2013,"Sat. Oct. 12, 2013",NR,Wisconsin,35,19,Northwestern,6,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Colorado State,27,NR,San Jose State,34,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Wyoming,38,NR,New Mexico,31,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Texas-San Antonio,21,NR,Rice,27,0,
7,172,2013,"Sat. Oct. 12, 2013",16,Washington,24,2,Oregon,45,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Florida Atlantic,23,NR,Marshall,24,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Penn State,43,18,Michigan,40,1,
7,172,2013,"Sat. Oct. 12, 2013",23,Northern Illinois,27,NR,Akron,20,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Utah,27,5,Stanford,21,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Kentucky,7,1,Alabama,48,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Arkansas State,48,NR,Idaho,24,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,North Texas,34,NR,Middle Tennessee,7,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Texas State,14,NR,Louisiana-Monroe,21,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Brigham Young,38,NR,Georgia Tech,20,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Florida International,24,NR,UAB,27,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Mississippi State,21,NR,Bowling Green,20,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Texas-El Paso,20,NR,Tulsa,34,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Utah State,23,NR,Boise State,34,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,UNLV,39,NR,Hawaii,37,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Ole Miss,38,9,Texas A&M,41,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Arizona State,54,NR,Colorado,13,0,
7,172,2013,"Sat. Oct. 12, 2013",11,UCLA,37,NR,California,10,0,
7,172,2013,"Sat. Oct. 12, 2013",NR,Washington State,24,NR,Oregon State,52,0,
8,173,2013,"Tues. Oct. 15, 2013",NR,Western Kentucky,20,NR,La.-Lafayette,37,0,
8,173,2013,"Thurs. Oct. 17, 2013",NR,North Carolina,23,NR,Miami ,27,0,
8,173,2013,"Fri. Oct. 18, 2013",8,Louisville,35,NR,UCF,38,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Cincinnati,41,NR,Connecticut,16,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,East Carolina,55,NR,Southern Mississippi,14,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Michigan State,14,NR,Purdue,0,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Tennessee,23,11,South Carolina,21,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Toledo,45,NR,Navy,44,1,
8,173,2013,"Sat. Oct. 19, 2013",NR,West Virginia,27,16,Texas Tech,37,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Memphis,29,NR,Southern Methodist,34,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Northwestern,17,NR,Minnesota,20,0,
8,173,2013,"Sat. Oct. 19, 2013",21,Oklahoma State,24,NR,TCU,10,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Vanderbilt,31,15,Georgia,27,0,
8,173,2013,"Sat. Oct. 19, 2013",14,Missouri,36,22,Florida,17,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Georgia Tech,56,NR,Syracuse,0,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Eastern Michigan,28,NR,Ohio,56,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Miami ,17,NR,Akron,24,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Temple,33,NR,Army,14,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Western Michigan,17,NR,Ball State,38,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Wyoming,22,NR,Colorado State,52,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Colorado,43,NR,Charleston Southern,10,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Central Michigan,17,23,Northern Illinois,38,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,South Alabama,38,NR,Kent State,21,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Buffalo,32,NR,Massachusetts,3,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Michigan,63,NR,Indiana,47,0,
8,173,2013,"Sat. Oct. 19, 2013",4,Ohio State,34,NR,Iowa,24,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Virginia,22,NR,Duke,35,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Wake Forest,34,NR,Maryland,10,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Houston,46,NR,Brigham Young,47,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Kansas,19,18,Oklahoma,34,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Louisiana Tech,13,NR,North Texas,28,0,
8,173,2013,"Sat. Oct. 19, 2013",7,Texas A&M,41,24,Auburn,45,0,
8,173,2013,"Sat. Oct. 19, 2013",13,Stanford,24,9,UCLA,10,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Arizona State,53,20,Washington,24,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Pittsburgh,35,NR,Old Dominion,24,0,
8,173,2013,"Sat. Oct. 19, 2013",1,Alabama,52,NR,Arkansas,0,0,
8,173,2013,"Sat. Oct. 19, 2013",12,Baylor,71,NR,Iowa State,7,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Ole Miss,27,6,LSU,24,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Texas State,24,NR,Georgia State,17,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Notre Dame,14,NR,Southern California,10,0,
8,173,2013,"Sat. Oct. 19, 2013",3,Clemson,14,5,Florida State,51,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Illinois,32,25,Wisconsin,56,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,New Mexico State,19,NR,Rice,45,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Boise State,34,NR,Nevada,17,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,New Mexico,10,NR,Utah State,45,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,Arizona,35,NR,Utah,24,0,
8,173,2013,"Sat. Oct. 19, 2013",2,Oregon,62,NR,Washington State,38,0,
8,173,2013,"Sat. Oct. 19, 2013",17,Fresno State,38,NR,UNLV,14,0,
8,173,2013,"Sat. Oct. 19, 2013",NR,California,17,NR,Oregon State,49,0,
9,174,2013,"Tues. Oct. 22, 2013",NR,Arkansas State,7,NR,La.-Lafayette,23,0,
9,174,2013,"Thurs. Oct. 24, 2013",NR,Middle Tennessee,51,NR,Marshall,49,0,
9,174,2013,"Thurs. Oct. 24, 2013",NR,Mississippi State,28,NR,Kentucky,22,0,
9,174,2013,"Fri. Oct. 25, 2013",NR,Brigham Young,37,NR,Boise State,20,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Akron,24,NR,Ball State,42,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Miami ,24,NR,Wake Forest,21,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Rutgers,14,NR,Houston,49,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,South Florida,3,18,Louisville,34,0,
9,174,2013,"Sat. Oct. 26, 2013",21,UCF,62,NR,Connecticut,17,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Iowa,17,NR,Northwestern,10,1,
9,174,2013,"Sat. Oct. 26, 2013",NR,Iowa State,27,19,Oklahoma State,58,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Minnesota,34,25,Nebraska,23,0,
9,174,2013,"Sat. Oct. 26, 2013",14,Texas A&M,56,NR,Vanderbilt,24,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Virginia,25,NR,Georgia Tech,35,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Navy,24,NR,Pittsburgh,21,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Norfolk State,24,NR,Old Dominion,27,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Ohio,41,NR,Miami ,16,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Bowling Green,25,NR,Toledo,28,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Massachusetts,30,NR,Western Michigan,31,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Southern Methodist,59,NR,Temple,49,0,
9,174,2013,"Sat. Oct. 26, 2013",3,Florida State,49,NR,North Carolina State,17,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Kent State,21,NR,Buffalo,41,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Maryland,27,9,Clemson,40,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,North Carolina,34,NR,Boston College,10,0,
9,174,2013,"Sat. Oct. 26, 2013",16,Virginia Tech,10,NR,Duke,13,0,
9,174,2013,"Sat. Oct. 26, 2013",1,Alabama,45,NR,Tennessee,10,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Illinois,3,NR,Michigan State,42,0,
9,174,2013,"Sat. Oct. 26, 2013",23,Northern Illinois,59,NR,Eastern Michigan,20,0,
9,174,2013,"Sat. Oct. 26, 2013",17,Oklahoma,38,10,Texas Tech,30,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Rice,45,NR,Texas-El Paso,7,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Tulane,14,NR,Tulsa,7,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Kansas State,35,NR,West Virginia,12,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Western Kentucky,26,NR,Troy,32,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Southern California,19,NR,Utah,3,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Texas-San Antonio,52,NR,UAB,31,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Air Force,10,NR,Notre Dame,45,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Florida International,7,NR,Louisiana Tech,23,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Nevada,22,NR,UNLV,27,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Kansas,14,6,Baylor,59,0,
9,174,2013,"Sat. Oct. 26, 2013",13,LSU,48,NR,Furman,16,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Louisiana-Monroe,38,NR,Georgia State,10,0,
9,174,2013,"Sat. Oct. 26, 2013",5,Missouri,24,20,South Carolina,27,1,
9,174,2013,"Sat. Oct. 26, 2013",NR,Southern Mississippi,14,NR,North Texas,55,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Texas State,33,NR,South Alabama,31,0,
9,174,2013,"Sat. Oct. 26, 2013",2,Oregon,42,12,UCLA,14,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,San Jose State,51,NR,Wyoming,44,0,
9,174,2013,"Sat. Oct. 26, 2013",11,Auburn,45,NR,Florida Atlantic,10,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Ole Miss,59,NR,Idaho,14,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,TCU,7,NR,Texas,30,0,
9,174,2013,"Sat. Oct. 26, 2013",4,Ohio State,63,NR,Penn State,14,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Colorado,20,NR,Arizona,44,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,New Mexico State,34,NR,Abilene Christian,29,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Oregon State,12,8,Stanford,20,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,San Diego State,28,15,Fresno State,35,1,
9,174,2013,"Sat. Oct. 26, 2013",NR,Washington,41,NR,California,17,0,
9,174,2013,"Sat. Oct. 26, 2013",NR,Hawaii,28,NR,Colorado State,35,0,
10,175,2013,"Wed. Oct. 30, 2013",NR,Memphis,21,NR,Cincinnati,34,0,
10,175,2013,"Thurs. Oct. 31, 2013",NR,Houston,35,NR,South Florida,23,0,
10,175,2013,"Thurs. Oct. 31, 2013",NR,Troy,37,NR,Louisiana-Monroe,49,0,
10,175,2013,"Thurs. Oct. 31, 2013",NR,North Texas,28,NR,Rice,16,0,
10,175,2013,"Thurs. Oct. 31, 2013",NR,Washington State,21,25,Arizona State,55,0,
10,175,2013,"Fri. Nov. 1, 2013",NR,Oregon State,14,NR,Southern California,31,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Boston College,34,NR,Virginia Tech,27,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Marshall,61,NR,Southern Mississippi,13,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Massachusetts,19,21,Northern Illinois,63,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Penn State,24,NR,Illinois,17,1,
10,175,2013,"Sat. Nov. 2, 2013",NR,Purdue,0,4,Ohio State,56,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Rutgers,23,NR,Temple,20,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Iowa,9,22,Wisconsin,28,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Air Force,42,NR,Army,28,0,
10,175,2013,"Sat. Nov. 2, 2013",14,South Carolina,34,NR,Mississippi State,16,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,North Carolina State,19,NR,North Carolina,27,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Syracuse,13,NR,Wake Forest,0,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Georgia State,28,NR,Western Kentucky,44,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,UAB,21,NR,Middle Tennessee,24,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Old Dominion,66,NR,Rhode Island,14,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Akron,16,NR,Kent State,7,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Indiana,39,NR,Minnesota,42,0,
10,175,2013,"Sat. Nov. 2, 2013",24,Michigan State,29,23,Michigan,6,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Notre Dame,38,NR,Navy,34,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Virginia,10,9,Clemson,59,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Kansas State,41,NR,Iowa State,7,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Nebraska,27,NR,Northwestern,24,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,TCU,27,NR,West Virginia,30,1,
10,175,2013,"Sat. Nov. 2, 2013",NR,Texas,35,NR,Kansas,13,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Tulsa,15,NR,Texas-San Antonio,34,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,California,28,NR,Arizona,33,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Florida,20,NR,Georgia,23,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Utah State,47,NR,Hawaii,10,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,UNLV,24,NR,San Jose State,34,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Florida Atlantic,34,NR,Tulane,17,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,La.-Lafayette,49,NR,New Mexico State,35,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Idaho,21,NR,Texas State,37,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Florida International,13,NR,East Carolina,34,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Arkansas,17,8,Auburn,35,0,
10,175,2013,"Sat. Nov. 2, 2013",NR,Georgia Tech,21,NR,Pittsburgh,10,0,
